pid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,cate_id,customer,brand,price,user_count_1H,user_ctr_1H,user_count_1D,user_ctr_1D,user_count_3D,user_ctr_3D,dayofweek,is_weekend,hour,time_since_last_click,gender_cate,age_cate,user_brand,user_cate,hour_cate,price_bucket,user_cate_affinity
0.0502591545048032,0,3,2,3,2,3,0,-1,0.04874074892300895,139305,0.014705882352941176,1.8394863420693595,0.0,0.0,1.0,1.0,13.0,0.23076923076923078,5,1,0,0.0,0.04815455594002307,0.044897110787778007,0.051583829243689455,0.051583829243689455,0.04652498564043653,0,0.0
0.05372223227827954,18,3,2,3,2,3,0,1,0.05660377358490566,153031,0.022727272727272728,1.8031780619573845,0.0,0.0,0.0,0.0,0.0,0.0,5,1,21,316609.0,0.04821802935010482,0.05,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.05372223227827954,0,7,1,1,-1,2,0,-1,0.0458743842364532,177314,0.2,1.880506958839086,0.0,0.0,1.0,0.0,2.0,0.0,5,1,6,83266.0,0.048859934853420196,0.08888888888888889,0.051583829243689455,0.051583829243689455,0.04405286343612335,0,0.0
0.05372223227827954,18,3,2,3,2,3,0,1,0.0567517112632234,161673,0.05,1.83126011355907,0.0,0.0,0.0,0.0,1.0,0.0,5,1,1,124246.0,0.05712944122710909,0.06179775280898876,0.051583829243689455,0.051583829243689455,0.0626865671641791,0,0.051583829243689455
0.05372223227827954,0,3,2,3,-1,1,0,-1,0.049452359384007244,117322,0.05579554189085319,1.7218947624700471,0.0,0.0,0.0,0.0,0.0,0.0,6,1,6,0.0,0.049427575908412145,0.05066250974279034,0.051583829243689455,0.051583829243689455,0.04794996525364837,0,0.051583829243689455
0.05372223227827954,0,4,2,4,-1,3,0,2,0.04147982062780269,67181,0.06956521739130435,1.83126011355907,0.0,0.0,0.0,0.0,1.0,0.0,5,1,4,92905.0,0.04171135740674532,0.038538205980066444,0.051583829243689455,0.051583829243689455,0.04504504504504504,0,0.0
0.05372223227827954,0,2,2,2,1,3,0,-1,0.0585956416464891,52598,0.07401812688821752,1.9026719155555414,1.0,0.0,4.0,0.0,8.0,0.0,5,1,6,292.0,0.057914478619654916,0.06027000964320154,0.051583829243689455,0.051583829243689455,0.06181818181818182,0,0.0
0.0502591545048032,0,3,2,3,-1,3,0,4,0.06190476190476191,94558,0.3,1.5112131309970578,0.0,0.0,1.0,0.0,1.0,0.0,5,1,20,19470.0,0.06172839506172839,0.05555555555555555,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.0502591545048032,0,3,2,3,-1,3,0,-1,0.06287170773152082,245651,0.125,1.6830650011356276,0.0,0.0,0.0,0.0,0.0,0.0,6,1,2,0.0,0.060335195530726256,0.07082630691399663,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.0502591545048032,-1,-1,-1,-1,-1,-1,-1,-1,0.0330664089465691,38164,0.0,1.8131782269605679,0.0,0.0,0.0,0.0,0.0,0.0,5,1,7,999999.0,0.03178928247048138,0.03178928247048138,0.051583829243689455,0.051583829243689455,0.04084158415841584,0,0.051583829243689455
0.0502591545048032,0,1,2,1,-1,3,0,-1,0.06348425196850394,52358,0.05579554189085319,1.516176455872306,0.0,0.0,0.0,0.0,0.0,0.0,6,1,7,482803.0,0.06268836648583484,0.08196721311475409,0.051583829243689455,0.051583829243689455,0.03,0,0.051583829243689455
0.0502591545048032,67,9,1,3,2,3,0,4,0.0,12655,0.0,1.3973634811730353,1.0,1.0,8.0,0.125,27.0,0.07407407407407407,5,1,4,116.0,0.051583829243689455,0.051583829243689455,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.0502591545048032,0,8,1,2,-1,3,0,-1,0.05392809587217044,240810,0.0410958904109589,1.8810945047250232,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,524281.0,0.05731225296442688,0.04054054054054054,0.051583829243689455,0.051583829243689455,0.047619047619047616,0,0.0
0.0502591545048032,-1,-1,-1,-1,-1,-1,-1,-1,0.0567517112632234,186251,0.05579554189085319,1.418552650097388,2.0,0.0,7.0,0.0,18.0,0.05555555555555555,5,1,2,110.0,0.04259634888438134,0.04259634888438134,0.051583829243689455,0.051583829243689455,0.06920415224913495,0,0.0
0.0502591545048032,0,10,1,4,-1,3,0,4,0.07225433526011561,127875,0.05579554189085319,2.4194784443591764,0.0,0.0,0.0,0.0,1.0,1.0,6,1,7,132270.0,0.07003891050583658,0.11235955056179775,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.0502591545048032,-1,-1,-1,-1,-1,-1,-1,-1,0.049452359384007244,186572,0.05579554189085319,1.710657776180059,0.0,0.0,1.0,0.0,1.0,0.0,5,1,2,38104.0,0.04902789518174133,0.04902789518174133,0.051583829243689455,0.051583829243689455,0.042926829268292686,0,0.051583829243689455
0.0502591545048032,0,1,2,1,-1,2,0,-1,0.05749550979491249,60305,0.05579554189085319,1.7405504459900154,0.0,0.0,1.0,0.0,3.0,0.0,6,1,1,34580.0,0.057334763510062316,0.06445074989866234,0.051583829243689455,0.051583829243689455,0.053629218677762366,0,0.051583829243689455
0.0502591545048032,54,8,1,2,2,3,1,2,0.030303030303030304,42680,0.056862745098039215,1.9373264503987613,0.0,0.0,0.0,0.0,0.0,0.0,5,1,7,999999.0,0.047619047619047616,0.0,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.051583829243689455
0.0502591545048032,0,9,1,3,-1,3,0,3,0.04025974025974026,73306,0.03896103896103896,2.061336375916122,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20,999999.0,0.03784570596797671,0.02866779089376054,0.051583829243689455,0.051583829243689455,0.04065040650406504,0,0.051583829243689455
0.0502591545048032,0,2,2,2,-1,3,0,1,0.0565676867219917,147392,0.05579554189085319,1.6807250824647135,0.0,0.0,4.0,0.0,10.0,0.0,5,1,4,18813.0,0.05659936072347392,0.053558744139792586,0.051583829243689455,0.051583829243689455,0.05497076023391813,0,0.0
0.05372223227827954,0,7,1,1,-1,3,1,-1,0.04189044038668099,2883,0.041237113402061855,1.6313704001963978,3.0,0.3333333333333333,4.0,0.25,4.0,0.25,6,1,3,34.0,0.03435114503816794,0.06896551724137931,0.051583829243689455,0.051583829243689455,0.049949566123000395,0,0.0
0.05372223227827954,89,11,1,5,1,3,0,3,0.05642669775575634,139450,0.07177406771727259,1.4950290929041943,2.0,0.0,2.0,0.0,5.0,0.2,5,1,19,40.0,0.05560928433268859,0.060147122457810474,0.051583829243689455,0.051583829243689455,0.07572614107883817,0,0.051583829243689455
